,Qw(m3/s),Qs(kg/s),Qb(kg/s),CsBin1,CsBin2,CsBin3,CsBin4,vel(m/s),wid(m),dep(m),temp(deg.C),prec(m)
2096,26643.662 ,8414.528 ,559.203 ,0.063,0.063,0.079,0.111 ,2.692,  2792.922,  3.544  ,29.67902, 0.00391 
2097,24939.230 ,8863.256 ,523.430 ,0.071,0.071,0.089,0.124 ,2.632,  2745.326,  3.452  ,29.95356, 0.00297 
2098,23054.236 ,6757.289 ,483.867 ,0.059,0.059,0.073,0.103 ,2.562,  2689.797,  3.345  ,30.08278, 0.00239 
2099,21082.016 ,4072.118 ,442.474 ,0.039,0.039,0.048,0.068 ,2.486,  2627.977,  3.227  ,30.07967, 0.00235 
2100,19148.391 ,3909.483 ,401.890 ,0.041,0.041,0.051,0.071 ,2.406,  2563.060,  3.106  ,29.68836, 0.00118 
2101,17290.432 ,2075.495 ,362.895 ,0.024,0.024,0.030,0.042 ,2.324,  2495.938,  2.981  ,29.58783, 0.00101 
2102,15398.173 ,2556.063 ,323.180 ,0.033,0.033,0.041,0.058 ,2.234,  2421.845,  2.846  ,29.63200, 0.00064 
2103,13440.607 ,2094.002 ,282.094 ,0.031,0.031,0.039,0.055 ,2.133,  2337.724,  2.696  ,29.63889, 0.00038 
2104,11412.397 ,1209.753 ,239.526 ,0.021,0.021,0.027,0.037 ,2.018,  2240.383,  2.525  ,29.68504, 0.00031 
2105,9500.505 ,1411.878 ,199.399 ,0.030,0.030,0.037,0.052 ,1.896,  2136.085,  2.346  ,29.90160, 0.00050 
2106,7787.401 ,362.659 ,163.444 ,0.009,0.009,0.012,0.016 ,1.772,  2028.460,  2.167  ,29.67093, 0.00050 
2107,6399.024 ,549.043 ,134.304 ,0.017,0.017,0.021,0.030 ,1.657,  1927.498,  2.003  ,29.69092, 0.00055 
2108,5293.912 ,360.624 ,111.110 ,0.014,0.014,0.017,0.024 ,1.554,  1834.790,  1.857  ,29.91072, 0.00073 
2109,4337.082 ,250.253 ,91.028 ,0.012,0.012,0.014,0.020 ,1.452,  1742.111,  1.715  ,29.82327, 0.00124 
2110,3861.764 ,108.951 ,81.051 ,0.006,0.006,0.007,0.010 ,1.396,  1690.319,  1.637  ,29.36810, 0.00362 
2111,3546.911 ,210.180 ,74.443 ,0.012,0.012,0.015,0.021 ,1.356,  1653.352,  1.582  ,29.17091, 0.00640 
2112,3081.336 ,142.555 ,64.672 ,0.009,0.009,0.012,0.016 ,1.293,  1593.957,  1.495  ,29.56762, 0.00631 
2113,2673.083 ,60.115 ,56.103 ,0.004,0.004,0.006,0.008 ,1.232,  1536.129,  1.413  ,29.83051, 0.00218 
2114,2386.119 ,66.811 ,50.080 ,0.006,0.006,0.007,0.010 ,1.185,  1491.435,  1.350  ,29.56898, 0.00141 
2115,2187.727 ,55.757 ,45.916 ,0.005,0.005,0.006,0.009 ,1.151,  1458.151,  1.304  ,28.96824, 0.00081 
2116,2015.820 ,25.894 ,42.308 ,0.003,0.003,0.003,0.004 ,1.119,  1427.453,  1.262  ,28.79716, 0.00046 
2117,1886.541 ,58.402 ,39.595 ,0.006,0.006,0.008,0.011 ,1.094,  1403.064,  1.229  ,28.77091, 0.00031 
2118,1797.587 ,30.189 ,37.728 ,0.003,0.003,0.004,0.006 ,1.076,  1385.555,  1.205  ,28.63306, 0.00025 
2119,1728.042 ,22.638 ,36.268 ,0.003,0.003,0.003,0.005 ,1.062,  1371.414,  1.187  ,28.32634, 0.00031 
2120,1691.543 ,20.239 ,35.502 ,0.002,0.002,0.003,0.004 ,1.054,  1363.823,  1.177  ,27.85917, 0.00037 
2121,1662.818 ,21.128 ,34.900 ,0.003,0.003,0.003,0.004 ,1.048,  1357.763,  1.168  ,27.23270, 0.00030 
2122,1619.506 ,11.860 ,33.991 ,0.001,0.001,0.002,0.003 ,1.039,  1348.478,  1.156  ,26.63858, 0.00016 
2123,1561.986 ,37.866 ,32.783 ,0.005,0.005,0.006,0.008 ,1.026,  1335.858,  1.140  ,26.53535, 0.00009 
2124,1479.206 ,18.738 ,31.046 ,0.003,0.003,0.003,0.004 ,1.007,  1317.079,  1.115  ,26.65287, 0.00013 
2125,1381.944 ,16.654 ,29.005 ,0.002,0.002,0.003,0.004 ,0.984,  1293.993,  1.085  ,26.75915, 0.00018 
2126,1283.621 ,18.140 ,26.941 ,0.003,0.003,0.004,0.005 ,0.960,  1269.398,  1.054  ,26.95151, 0.00026 
2127,1203.121 ,11.381 ,25.251 ,0.002,0.002,0.002,0.003 ,0.939,  1248.202,  1.027  ,26.48236, 0.00123 
2128,1144.993 ,11.301 ,24.031 ,0.002,0.002,0.002,0.003 ,0.923,  1232.234,  1.006  ,25.93566, 0.00125 
2129,1093.988 ,5.421 ,22.961 ,0.001,0.001,0.001,0.002 ,0.909,  1217.720,  0.988  ,25.36584, 0.00049 
2130,1049.805 ,10.099 ,22.034 ,0.002,0.002,0.002,0.003 ,0.896,  1204.738,  0.972  ,25.44135, 0.00031 
2131,1011.854 ,5.924 ,21.237 ,0.001,0.001,0.001,0.002 ,0.885,  1193.260,  0.958  ,24.71474, 0.00022 
2132,980.929 ,7.787 ,20.588 ,0.002,0.002,0.002,0.003 ,0.876,  1183.669,  0.946  ,24.65141, 0.00029 
2133,954.565 ,4.997 ,20.035 ,0.001,0.001,0.001,0.002 ,0.868,  1175.314,  0.936  ,24.35180, 0.00036 
2134,932.901 ,10.898 ,19.580 ,0.002,0.002,0.003,0.004 ,0.861,  1168.319,  0.927  ,24.26093, 0.00049 
2135,915.514 ,11.430 ,19.215 ,0.002,0.002,0.003,0.004 ,0.856,  1162.619,  0.920  ,24.18573, 0.00106 
2136,901.959 ,4.077 ,18.930 ,0.001,0.001,0.001,0.002 ,0.851,  1158.118,  0.915  ,23.62280, 0.00121 
2137,892.611 ,9.854 ,18.734 ,0.002,0.002,0.003,0.004 ,0.848,  1154.985,  0.911  ,23.09607, 0.00014 
2138,887.106 ,6.595 ,18.619 ,0.001,0.001,0.002,0.003 ,0.846,  1153.129,  0.909  ,22.80463, 0.00002 
2139,884.578 ,3.879 ,18.566 ,0.001,0.001,0.001,0.002 ,0.846,  1152.274,  0.908  ,22.67426, 0.00000 
2140,884.000 ,5.546 ,18.554 ,0.001,0.001,0.002,0.002 ,0.845,  1152.078,  0.908  ,23.21461, 0.00000 
2141,884.000 ,9.831 ,18.554 ,0.002,0.002,0.003,0.004 ,0.845,  1152.078,  0.908  ,23.55800, 0.00001 
2142,884.000 ,9.629 ,18.554 ,0.002,0.002,0.003,0.004 ,0.845,  1152.078,  0.908  ,23.62702, 0.00001 
2143,884.000 ,6.889 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.078,  0.908  ,23.88447, 0.00000 
2144,884.000 ,5.802 ,18.554 ,0.001,0.001,0.002,0.002 ,0.845,  1152.078,  0.908  ,23.98698, 0.00002 
2145,884.000 ,7.692 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.078,  0.908  ,24.36534, 0.00001 
2146,884.000 ,8.956 ,18.554 ,0.002,0.002,0.003,0.004 ,0.845,  1152.078,  0.908  ,24.78278, 0.00001 
2147,884.000 ,3.332 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.078,  0.908  ,24.56387, 0.00002 
2148,884.000 ,7.905 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.078,  0.908  ,24.34334, 0.00002 
2149,884.000 ,10.192 ,18.554 ,0.002,0.002,0.003,0.004 ,0.845,  1152.078,  0.908  ,24.04211, 0.00000 
2150,884.000 ,8.156 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.078,  0.908  ,23.57544, 0.00000 
2151,884.000 ,9.494 ,18.554 ,0.002,0.002,0.003,0.004 ,0.845,  1152.078,  0.908  ,22.99023, 0.00000 
2152,884.000 ,5.547 ,18.554 ,0.001,0.001,0.002,0.002 ,0.845,  1152.078,  0.908  ,22.34521, 0.00000 
2153,884.000 ,5.660 ,18.554 ,0.001,0.001,0.002,0.002 ,0.845,  1152.078,  0.908  ,21.84437, 0.00000 
2154,884.000 ,5.873 ,18.554 ,0.001,0.001,0.002,0.002 ,0.845,  1152.078,  0.908  ,21.52095, 0.00000 
2155,884.004 ,9.381 ,18.554 ,0.002,0.002,0.003,0.004 ,0.845,  1152.080,  0.908  ,21.65660, 0.00001 
2156,884.006 ,5.955 ,18.554 ,0.001,0.001,0.002,0.002 ,0.845,  1152.080,  0.908  ,21.28512, 0.00001 
2157,884.059 ,9.980 ,18.555 ,0.002,0.002,0.003,0.004 ,0.846,  1152.098,  0.908  ,20.57418, 0.00000 
2158,884.230 ,3.232 ,18.558 ,0.001,0.001,0.001,0.001 ,0.846,  1152.156,  0.908  ,20.13457, 0.00000 
2159,884.237 ,5.137 ,18.559 ,0.001,0.001,0.001,0.002 ,0.846,  1152.158,  0.908  ,20.07099, 0.00000 
2160,884.215 ,5.161 ,18.558 ,0.001,0.001,0.001,0.002 ,0.846,  1152.151,  0.908  ,19.77110, 0.00000 
2161,884.199 ,7.428 ,18.558 ,0.002,0.002,0.002,0.003 ,0.846,  1152.146,  0.908  ,18.99266, 0.00000 
2162,884.183 ,9.125 ,18.557 ,0.002,0.002,0.003,0.004 ,0.846,  1152.140,  0.908  ,19.20954, 0.00000 
2163,884.168 ,9.537 ,18.557 ,0.002,0.002,0.003,0.004 ,0.846,  1152.135,  0.908  ,19.66897, 0.00000 
2164,884.152 ,10.891 ,18.557 ,0.002,0.002,0.003,0.004 ,0.846,  1152.130,  0.908  ,19.94588, 0.00000 
2165,884.136 ,6.037 ,18.556 ,0.001,0.001,0.002,0.002 ,0.846,  1152.124,  0.908  ,20.22972, 0.00000 
2166,884.121 ,8.241 ,18.556 ,0.002,0.002,0.002,0.003 ,0.846,  1152.119,  0.908  ,20.16993, 0.00001 
2167,884.105 ,6.968 ,18.556 ,0.002,0.002,0.002,0.003 ,0.846,  1152.114,  0.908  ,19.90367, 0.00001 
2168,884.089 ,5.036 ,18.555 ,0.001,0.001,0.001,0.002 ,0.846,  1152.108,  0.908  ,19.41660, 0.00001 
2169,884.074 ,6.273 ,18.555 ,0.001,0.001,0.002,0.002 ,0.846,  1152.103,  0.908  ,18.55349, 0.00002 
2170,884.058 ,6.518 ,18.555 ,0.001,0.001,0.002,0.003 ,0.846,  1152.098,  0.908  ,17.73922, 0.00000 
2171,884.042 ,13.946 ,18.554 ,0.003,0.003,0.004,0.006 ,0.845,  1152.093,  0.908  ,17.35647, 0.00000 
2172,884.027 ,3.457 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.087,  0.908  ,17.31867, 0.00003 
2173,884.012 ,8.513 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.082,  0.908  ,17.05160, 0.00000 
2174,884.000 ,3.781 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.078,  0.908  ,17.05338, 0.00000 
2175,884.000 ,4.799 ,18.554 ,0.001,0.001,0.001,0.002 ,0.845,  1152.078,  0.908  ,17.20799, 0.00000 
2176,884.000 ,11.372 ,18.554 ,0.003,0.003,0.003,0.005 ,0.845,  1152.078,  0.908  ,17.30311, 0.00000 
2177,884.001 ,8.174 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.079,  0.908  ,16.97692, 0.00000 
2178,884.001 ,3.364 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.079,  0.908  ,16.75283, 0.00000 
2179,884.001 ,7.294 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.079,  0.908  ,16.44533, 0.00000 
2180,884.001 ,8.315 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.078,  0.908  ,15.94470, 0.00000 
2181,884.001 ,6.106 ,18.554 ,0.001,0.001,0.002,0.002 ,0.845,  1152.078,  0.908  ,15.83456, 0.00000 
2182,884.001 ,6.196 ,18.554 ,0.001,0.001,0.002,0.002 ,0.845,  1152.078,  0.908  ,16.18697, 0.00000 
2183,884.001 ,10.114 ,18.554 ,0.002,0.002,0.003,0.004 ,0.845,  1152.078,  0.908  ,16.33309, 0.00000 
2184,884.001 ,4.334 ,18.554 ,0.001,0.001,0.001,0.002 ,0.845,  1152.078,  0.908  ,16.29705, 0.00000 
2185,884.001 ,3.568 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.078,  0.908  ,16.32971, 0.00000 
2186,884.001 ,8.047 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.078,  0.908  ,16.83472, 0.00000 
2187,884.001 ,6.800 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.078,  0.908  ,16.96198, 0.00000 
2188,884.000 ,8.265 ,18.554 ,0.002,0.002,0.002,0.003 ,0.845,  1152.078,  0.908  ,16.93139, 0.00000 
2189,884.000 ,5.261 ,18.554 ,0.001,0.001,0.001,0.002 ,0.845,  1152.078,  0.908  ,16.92407, 0.00000 
2190,884.001 ,2.689 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.078,  0.908  ,16.94273, 0.00000 
2191,884.000 ,2.345 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.078,  0.908  ,16.90562, 0.00000 
2192,884.000 ,1.746 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.078,  0.908  ,18.75538, 0.00000 
2193,884.000 ,1.567 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.078,  0.908  ,20.06734, 0.00000 
2194,884.000 ,0.733 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,20.32316, 0.00000 
2195,1659.409 ,9.531 ,34.828 ,0.001,0.001,0.001,0.002 ,1.047,  1357.039,  1.168  ,20.57873, 0.00002 
2196,1838.637 ,10.983 ,38.590 ,0.001,0.001,0.001,0.002 ,1.085,  1393.713,  1.216  ,19.44717, 0.00804 
2197,1893.674 ,8.702 ,39.745 ,0.001,0.001,0.001,0.002 ,1.095,  1404.442,  1.231  ,19.30912, 0.00214 
2198,1937.278 ,8.661 ,40.660 ,0.001,0.001,0.001,0.002 ,1.104,  1412.779,  1.242  ,19.41881, 0.00022 
2199,2028.874 ,16.167 ,42.582 ,0.002,0.002,0.002,0.003 ,1.121,  1429.851,  1.265  ,19.02521, 0.00022 
2200,2077.521 ,36.841 ,43.603 ,0.004,0.004,0.004,0.006 ,1.131,  1438.687,  1.277  ,18.85456, 0.00007 
2201,2071.925 ,29.172 ,43.486 ,0.003,0.003,0.004,0.005 ,1.129,  1437.678,  1.276  ,18.42135, 0.00000 
2202,2071.458 ,10.114 ,43.476 ,0.001,0.001,0.001,0.002 ,1.129,  1437.594,  1.276  ,17.77040, 0.00000 
2203,2032.444 ,13.903 ,42.657 ,0.001,0.001,0.002,0.002 ,1.122,  1430.504,  1.266  ,17.79174, 0.00000 
2204,1988.171 ,20.669 ,41.728 ,0.002,0.002,0.003,0.004 ,1.114,  1422.336,  1.255  ,18.65918, 0.00000 
2205,1967.343 ,28.648 ,41.291 ,0.003,0.003,0.004,0.005 ,1.110,  1418.447,  1.250  ,19.08327, 0.00000 
2206,1916.145 ,7.610 ,40.216 ,0.001,0.001,0.001,0.001 ,1.100,  1408.756,  1.237  ,19.70605, 0.00000 
2207,1848.844 ,7.950 ,38.804 ,0.001,0.001,0.001,0.002 ,1.087,  1395.720,  1.219  ,20.38827, 0.00000 
2208,1727.913 ,5.651 ,36.266 ,0.001,0.001,0.001,0.001 ,1.062,  1371.387,  1.187  ,20.33365, 0.00049 
2209,1590.597 ,7.007 ,33.384 ,0.001,0.001,0.001,0.002 ,1.032,  1342.178,  1.148  ,20.26168, 0.00051 
2210,1457.615 ,4.907 ,30.593 ,0.001,0.001,0.001,0.001 ,1.002,  1312.053,  1.109  ,20.19148, 0.00002 
2211,1325.671 ,3.542 ,27.823 ,0.001,0.001,0.001,0.001 ,0.970,  1280.082,  1.067  ,20.06178, 0.00000 
2212,1245.960 ,2.599 ,26.150 ,0.000,0.000,0.001,0.001 ,0.950,  1259.608,  1.041  ,19.82325, 0.00000 
2213,1175.443 ,3.447 ,24.670 ,0.001,0.001,0.001,0.001 ,0.931,  1240.672,  1.017  ,19.89855, 0.00000 
2214,1112.450 ,5.024 ,23.348 ,0.001,0.001,0.001,0.002 ,0.914,  1223.031,  0.995  ,19.97120, 0.00000 
2215,1058.408 ,3.634 ,22.214 ,0.001,0.001,0.001,0.001 ,0.899,  1207.297,  0.975  ,19.89045, 0.00000 
2216,1016.344 ,3.029 ,21.331 ,0.001,0.001,0.001,0.001 ,0.887,  1194.634,  0.960  ,20.39445, 0.00000 
2217,981.619 ,4.058 ,20.602 ,0.001,0.001,0.001,0.001 ,0.876,  1183.885,  0.946  ,21.04468, 0.00000 
2218,952.755 ,1.677 ,19.997 ,0.000,0.000,0.000,0.001 ,0.867,  1174.734,  0.935  ,21.53111, 0.00000 
2219,930.634 ,2.725 ,19.532 ,0.001,0.001,0.001,0.001 ,0.860,  1167.581,  0.926  ,21.13736, 0.00000 
2220,912.103 ,1.497 ,19.143 ,0.000,0.000,0.000,0.001 ,0.855,  1161.491,  0.919  ,21.11059, 0.00000 
2221,897.340 ,1.896 ,18.834 ,0.000,0.000,0.001,0.001 ,0.850,  1156.573,  0.913  ,21.34820, 0.00000 
2222,888.745 ,1.950 ,18.653 ,0.000,0.000,0.001,0.001 ,0.847,  1153.683,  0.909  ,22.38283, 0.00002 
2223,884.540 ,1.465 ,18.565 ,0.000,0.000,0.000,0.001 ,0.846,  1152.261,  0.908  ,23.25039, 0.00071 
2224,884.182 ,2.176 ,18.557 ,0.000,0.000,0.001,0.001 ,0.846,  1152.140,  0.908  ,21.43533, 0.00002 
2225,884.165 ,2.140 ,18.557 ,0.000,0.000,0.001,0.001 ,0.846,  1152.134,  0.908  ,20.77632, 0.00000 
2226,884.149 ,1.361 ,18.557 ,0.000,0.000,0.000,0.001 ,0.846,  1152.129,  0.908  ,21.38105, 0.00000 
2227,884.132 ,1.720 ,18.556 ,0.000,0.000,0.000,0.001 ,0.846,  1152.123,  0.908  ,22.39054, 0.00001 
2228,884.851 ,1.346 ,18.571 ,0.000,0.000,0.000,0.001 ,0.846,  1152.366,  0.908  ,22.32755, 0.00022 
2229,889.636 ,1.095 ,18.672 ,0.000,0.000,0.000,0.000 ,0.847,  1153.983,  0.910  ,21.89214, 0.00056 
2230,893.320 ,1.833 ,18.749 ,0.000,0.000,0.001,0.001 ,0.849,  1155.224,  0.911  ,22.09085, 0.00002 
2231,894.403 ,0.701 ,18.772 ,0.000,0.000,0.000,0.000 ,0.849,  1155.588,  0.912  ,22.67439, 0.00003 
2232,894.878 ,1.244 ,18.782 ,0.000,0.000,0.000,0.000 ,0.849,  1155.748,  0.912  ,23.72729, 0.00023 
2233,895.608 ,2.004 ,18.797 ,0.000,0.000,0.001,0.001 ,0.849,  1155.993,  0.912  ,22.60315, 0.00000 
2234,901.418 ,1.709 ,18.919 ,0.000,0.000,0.000,0.001 ,0.851,  1157.938,  0.915  ,20.80767, 0.00000 
2235,913.737 ,6.107 ,19.178 ,0.001,0.001,0.002,0.002 ,0.855,  1162.031,  0.920  ,21.95216, 0.00037 
2236,913.236 ,0.905 ,19.167 ,0.000,0.000,0.000,0.000 ,0.855,  1161.866,  0.919  ,23.01686, 0.00115 
2237,910.536 ,1.573 ,19.111 ,0.000,0.000,0.000,0.001 ,0.854,  1160.971,  0.918  ,21.22769, 0.00000 
2238,908.359 ,2.439 ,19.065 ,0.001,0.001,0.001,0.001 ,0.853,  1160.249,  0.917  ,20.82724, 0.00000 
2239,909.168 ,1.306 ,19.082 ,0.000,0.000,0.000,0.001 ,0.854,  1160.518,  0.918  ,20.86961, 0.00000 
2240,909.052 ,1.773 ,19.079 ,0.000,0.000,0.000,0.001 ,0.854,  1160.479,  0.918  ,22.63091, 0.00000 
2241,906.851 ,1.384 ,19.033 ,0.000,0.000,0.000,0.001 ,0.853,  1159.748,  0.917  ,24.73220, 0.00000 
2242,904.589 ,2.244 ,18.986 ,0.000,0.000,0.001,0.001 ,0.852,  1158.995,  0.916  ,25.29853, 0.00001 
2243,904.088 ,1.108 ,18.975 ,0.000,0.000,0.000,0.000 ,0.852,  1158.828,  0.916  ,24.99160, 0.00013 
2244,909.703 ,1.931 ,19.093 ,0.000,0.000,0.001,0.001 ,0.854,  1160.695,  0.918  ,22.72877, 0.00000 
2245,907.964 ,0.843 ,19.057 ,0.000,0.000,0.000,0.000 ,0.853,  1160.118,  0.917  ,22.39645, 0.00000 
2246,904.785 ,1.772 ,18.990 ,0.000,0.000,0.000,0.001 ,0.852,  1159.061,  0.916  ,23.05022, 0.00001 
2247,902.071 ,3.184 ,18.933 ,0.001,0.001,0.001,0.001 ,0.851,  1158.156,  0.915  ,23.43945, 0.00189 
2248,901.089 ,1.098 ,18.912 ,0.000,0.000,0.000,0.000 ,0.851,  1157.828,  0.915  ,22.71895, 0.00145 
2249,898.658 ,3.593 ,18.861 ,0.001,0.001,0.001,0.001 ,0.850,  1157.015,  0.914  ,22.27240, 0.00081 
2250,896.020 ,1.551 ,18.806 ,0.000,0.000,0.000,0.001 ,0.849,  1156.131,  0.912  ,23.10673, 0.00020 
2251,893.899 ,3.314 ,18.761 ,0.001,0.001,0.001,0.001 ,0.849,  1155.419,  0.912  ,24.74638, 0.00001 
2252,892.850 ,3.209 ,18.739 ,0.001,0.001,0.001,0.001 ,0.848,  1155.066,  0.911  ,25.73444, 0.00001 
2253,904.753 ,4.378 ,18.989 ,0.001,0.001,0.001,0.002 ,0.852,  1159.050,  0.916  ,24.76689, 0.00000 
2254,919.104 ,2.177 ,19.290 ,0.000,0.000,0.001,0.001 ,0.857,  1163.802,  0.922  ,23.39810, 0.00000 
2255,924.201 ,1.633 ,19.397 ,0.000,0.000,0.000,0.001 ,0.858,  1165.477,  0.924  ,23.31583, 0.00000 
2256,921.195 ,1.204 ,19.334 ,0.000,0.000,0.000,0.000 ,0.857,  1164.490,  0.923  ,23.11055, 0.00000 
2257,917.657 ,3.394 ,19.260 ,0.001,0.001,0.001,0.001 ,0.856,  1163.325,  0.921  ,23.82584, 0.00001 
2258,914.385 ,2.107 ,19.191 ,0.000,0.000,0.001,0.001 ,0.855,  1162.245,  0.920  ,22.98169, 0.00017 
2259,911.135 ,3.158 ,19.123 ,0.001,0.001,0.001,0.001 ,0.854,  1161.170,  0.919  ,21.66851, 0.00000 
2260,908.025 ,1.961 ,19.058 ,0.000,0.000,0.001,0.001 ,0.853,  1160.138,  0.917  ,22.75638, 0.00001 
2261,905.475 ,1.469 ,19.004 ,0.000,0.000,0.000,0.001 ,0.852,  1159.290,  0.916  ,23.26177, 0.00000 
2262,902.953 ,3.160 ,18.951 ,0.001,0.001,0.001,0.001 ,0.852,  1158.450,  0.915  ,23.79191, 0.00000 
2263,904.041 ,3.121 ,18.974 ,0.001,0.001,0.001,0.001 ,0.852,  1158.813,  0.916  ,24.58218, 0.00000 
2264,910.878 ,1.653 ,19.118 ,0.000,0.000,0.000,0.001 ,0.854,  1161.085,  0.918  ,25.45353, 0.00000 
2265,910.028 ,1.734 ,19.100 ,0.000,0.000,0.000,0.001 ,0.854,  1160.803,  0.918  ,26.56978, 0.00001 
2266,906.499 ,2.958 ,19.026 ,0.001,0.001,0.001,0.001 ,0.853,  1159.631,  0.917  ,27.40376, 0.00000 
2267,903.132 ,1.748 ,18.955 ,0.000,0.000,0.000,0.001 ,0.852,  1158.510,  0.915  ,27.86920, 0.00015 
2268,925.737 ,2.298 ,19.430 ,0.000,0.000,0.001,0.001 ,0.859,  1165.980,  0.924  ,28.01388, 0.00207 
2269,1437.477 ,8.002 ,30.170 ,0.001,0.001,0.001,0.002 ,0.997,  1307.316,  1.102  ,27.11683, 0.00574 
2270,2348.467 ,22.475 ,49.290 ,0.002,0.002,0.002,0.003 ,1.179,  1485.280,  1.342  ,26.04308, 0.00711 
2271,2564.228 ,14.821 ,53.819 ,0.001,0.001,0.001,0.002 ,1.214,  1519.613,  1.390  ,26.17808, 0.00790 
2272,2647.079 ,14.583 ,55.557 ,0.001,0.001,0.001,0.002 ,1.228,  1532.229,  1.407  ,26.70562, 0.00501 
2273,2748.046 ,31.358 ,57.677 ,0.002,0.002,0.003,0.004 ,1.243,  1547.215,  1.429  ,27.71007, 0.00271 
2274,2867.729 ,48.790 ,60.188 ,0.003,0.003,0.004,0.006 ,1.261,  1564.459,  1.453  ,28.59161, 0.00240 
2275,2909.003 ,21.152 ,61.055 ,0.001,0.001,0.002,0.003 ,1.268,  1570.283,  1.461  ,29.24941, 0.00235 
2276,2900.668 ,42.278 ,60.880 ,0.003,0.003,0.004,0.005 ,1.266,  1569.112,  1.460  ,29.78326, 0.00206 
2277,2881.529 ,29.139 ,60.478 ,0.002,0.002,0.003,0.004 ,1.264,  1566.413,  1.456  ,29.86386, 0.00318 
2278,2830.246 ,38.788 ,59.402 ,0.003,0.003,0.003,0.005 ,1.256,  1559.117,  1.445  ,30.07745, 0.00180 
2279,2791.506 ,52.202 ,58.589 ,0.004,0.004,0.005,0.007 ,1.250,  1553.540,  1.438  ,29.94691, 0.00121 
2280,2753.277 ,24.008 ,57.786 ,0.002,0.002,0.002,0.003 ,1.244,  1547.980,  1.430  ,29.85289, 0.00061 
2281,2658.377 ,18.452 ,55.795 ,0.001,0.001,0.002,0.002 ,1.229,  1533.927,  1.410  ,29.13908, 0.00162 
2282,2515.023 ,21.820 ,52.786 ,0.002,0.002,0.002,0.003 ,1.206,  1511.977,  1.379  ,30.33357, 0.00405 
2283,2308.134 ,11.254 ,48.444 ,0.001,0.001,0.001,0.002 ,1.172,  1478.605,  1.332  ,30.31985, 0.00313 
2284,2078.991 ,10.649 ,43.634 ,0.001,0.001,0.001,0.002 ,1.131,  1438.951,  1.278  ,30.72784, 0.00010 
2285,1858.798 ,5.919 ,39.013 ,0.001,0.001,0.001,0.001 ,1.089,  1397.670,  1.222  ,31.41631, 0.00006 
2286,1688.981 ,8.071 ,35.449 ,0.001,0.001,0.001,0.002 ,1.054,  1363.285,  1.176  ,31.39949, 0.00014 
2287,1587.183 ,12.224 ,33.312 ,0.002,0.002,0.002,0.003 ,1.032,  1341.428,  1.147  ,30.81772, 0.00000 
2288,1504.564 ,6.830 ,31.578 ,0.001,0.001,0.001,0.002 ,1.013,  1322.912,  1.123  ,30.69905, 0.00000 
2289,1434.569 ,3.552 ,30.109 ,0.000,0.000,0.001,0.001 ,0.997,  1306.628,  1.101  ,30.70561, 0.00000 
2290,1374.960 ,9.584 ,28.858 ,0.001,0.001,0.002,0.002 ,0.982,  1292.289,  1.083  ,31.12575, 0.00000 
2291,1323.424 ,4.452 ,27.776 ,0.001,0.001,0.001,0.001 ,0.970,  1279.517,  1.067  ,31.85512, 0.00005 
2292,1273.013 ,2.819 ,26.718 ,0.000,0.000,0.001,0.001 ,0.957,  1266.662,  1.050  ,32.36132, 0.00064 
2293,1214.337 ,3.667 ,25.487 ,0.001,0.001,0.001,0.001 ,0.942,  1251.217,  1.030  ,32.21802, 0.00001 
2294,1185.783 ,5.959 ,24.887 ,0.001,0.001,0.001,0.002 ,0.934,  1243.500,  1.021  ,32.28886, 0.00003 
2295,1167.505 ,2.900 ,24.504 ,0.000,0.000,0.001,0.001 ,0.929,  1238.488,  1.014  ,32.10323, 0.00069 
2296,1160.910 ,2.959 ,24.365 ,0.001,0.001,0.001,0.001 ,0.928,  1236.665,  1.012  ,31.87928, 0.00003 
2297,1184.608 ,4.106 ,24.863 ,0.001,0.001,0.001,0.001 ,0.934,  1243.179,  1.020  ,31.77368, 0.00007 
2298,1206.687 ,5.527 ,25.326 ,0.001,0.001,0.001,0.002 ,0.940,  1249.163,  1.028  ,32.33696, 0.00000 
