,Qw(m3/s),Qs(kg/s),Qb(kg/s),CsBin1,CsBin2,CsBin3,CsBin4,vel(m/s),wid(m),dep(m),temp(deg.C),prec(m)
1897,999.522 ,11.651 ,20.978 ,0.002,0.002,0.003,0.004 ,0.882,  1189.461,  0.953  ,26.57481, 0.00000 
1898,1004.249 ,4.363 ,21.077 ,0.001,0.001,0.001,0.002 ,0.883,  1190.922,  0.955  ,26.15132, 0.00000 
1899,1015.536 ,9.988 ,21.314 ,0.002,0.002,0.002,0.003 ,0.886,  1194.387,  0.959  ,25.43062, 0.00000 
1900,1027.453 ,8.451 ,21.564 ,0.002,0.002,0.002,0.003 ,0.890,  1198.016,  0.964  ,25.42896, 0.00000 
1901,1033.726 ,9.588 ,21.696 ,0.002,0.002,0.002,0.003 ,0.892,  1199.913,  0.966  ,24.57312, 0.00000 
1902,1038.756 ,6.197 ,21.802 ,0.001,0.001,0.001,0.002 ,0.893,  1201.428,  0.968  ,23.34625, 0.00000 
1903,1043.491 ,13.945 ,21.901 ,0.003,0.003,0.003,0.005 ,0.895,  1202.850,  0.970  ,22.95314, 0.00000 
1904,1053.639 ,21.469 ,22.114 ,0.004,0.004,0.005,0.007 ,0.897,  1205.880,  0.974  ,22.09492, 0.00000 
1905,1092.628 ,14.083 ,22.932 ,0.003,0.003,0.003,0.005 ,0.909,  1217.327,  0.988  ,21.64018, 0.00000 
1906,1124.913 ,19.456 ,23.610 ,0.003,0.003,0.004,0.006 ,0.918,  1226.578,  0.999  ,22.81305, 0.00000 
1907,1169.851 ,10.956 ,24.553 ,0.002,0.002,0.002,0.003 ,0.930,  1239.134,  1.015  ,24.44268, 0.00027 
1908,2353.484 ,70.787 ,49.395 ,0.006,0.006,0.008,0.011 ,1.179,  1486.104,  1.343  ,24.55056, 0.00374 
1909,2659.458 ,130.762 ,55.817 ,0.010,0.010,0.012,0.017 ,1.230,  1534.089,  1.410  ,24.54955, 0.00888 
1910,2762.299 ,92.712 ,57.976 ,0.007,0.007,0.008,0.012 ,1.246,  1549.297,  1.432  ,24.69959, 0.00335 
1911,2822.597 ,41.733 ,59.241 ,0.003,0.003,0.004,0.005 ,1.255,  1558.020,  1.444  ,25.10982, 0.00077 
1912,2947.527 ,116.176 ,61.863 ,0.008,0.008,0.010,0.014 ,1.273,  1575.663,  1.469  ,25.76232, 0.00000 
1913,2996.643 ,45.764 ,62.894 ,0.003,0.003,0.004,0.005 ,1.280,  1582.448,  1.479  ,25.96333, 0.00000 
1914,2953.807 ,65.712 ,61.995 ,0.004,0.004,0.006,0.008 ,1.274,  1576.535,  1.470  ,25.78753, 0.00013 
1915,2917.421 ,139.187 ,61.231 ,0.010,0.010,0.012,0.017 ,1.269,  1571.463,  1.463  ,25.97751, 0.00383 
1916,2825.130 ,82.826 ,59.294 ,0.006,0.006,0.007,0.010 ,1.255,  1558.384,  1.444  ,25.55724, 0.00495 
1917,5989.024 ,331.067 ,125.699 ,0.011,0.011,0.014,0.019 ,1.620,  1894.597,  1.951  ,27.37222, 0.00490 
1918,9825.706 ,1604.694 ,206.224 ,0.033,0.033,0.041,0.057 ,1.917,  2154.859,  2.378  ,26.88805, 0.01468 
1919,12655.373 ,2511.473 ,265.614 ,0.040,0.040,0.050,0.069 ,2.090,  2301.420,  2.631  ,26.60744, 0.01441 
1920,13380.307 ,1781.163 ,280.829 ,0.027,0.027,0.033,0.047 ,2.130,  2334.993,  2.691  ,26.43060, 0.01119 
1921,13875.768 ,1673.392 ,291.228 ,0.024,0.024,0.030,0.042 ,2.156,  2357.171,  2.730  ,27.55243, 0.00285 
1922,14324.967 ,2388.501 ,300.655 ,0.033,0.033,0.042,0.058 ,2.180,  2376.778,  2.765  ,28.22644, 0.00558 
1923,14501.484 ,5048.123 ,304.360 ,0.070,0.070,0.087,0.122 ,2.189,  2384.359,  2.779  ,29.14806, 0.00204 
1924,14386.926 ,3539.238 ,301.956 ,0.049,0.049,0.062,0.086 ,2.183,  2379.447,  2.770  ,29.34943, 0.00222 
1925,14081.147 ,2305.436 ,295.538 ,0.033,0.033,0.041,0.057 ,2.167,  2366.193,  2.746  ,29.71367, 0.00181 
1926,13626.644 ,659.113 ,285.999 ,0.010,0.010,0.012,0.017 ,2.143,  2346.094,  2.710  ,29.41313, 0.00098 
1927,13174.208 ,4026.589 ,276.503 ,0.061,0.061,0.076,0.107 ,2.118,  2325.588,  2.674  ,28.54573, 0.00051 
1928,12695.627 ,1757.581 ,266.458 ,0.028,0.028,0.035,0.048 ,2.092,  2303.321,  2.635  ,26.86585, 0.00001 
1929,12138.362 ,1664.920 ,254.762 ,0.027,0.027,0.034,0.048 ,2.060,  2276.596,  2.588  ,26.16834, 0.00000 
1930,11303.753 ,2139.379 ,237.246 ,0.038,0.038,0.047,0.066 ,2.011,  2234.818,  2.515  ,27.21893, 0.00000 
1931,10128.655 ,1033.998 ,212.582 ,0.020,0.020,0.026,0.036 ,1.937,  2171.940,  2.407  ,28.51878, 0.00000 
1932,8726.971 ,823.839 ,183.163 ,0.019,0.019,0.024,0.033 ,1.842,  2089.435,  2.268  ,29.15503, 0.00000 
1933,7276.508 ,385.281 ,152.721 ,0.011,0.011,0.013,0.019 ,1.731,  1992.986,  2.109  ,28.71974, 0.00000 
1934,6123.211 ,357.754 ,128.515 ,0.012,0.012,0.015,0.020 ,1.633,  1905.544,  1.968  ,27.85693, 0.00000 
1935,5235.234 ,546.808 ,109.878 ,0.021,0.021,0.026,0.037 ,1.548,  1829.480,  1.849  ,27.65825, 0.00000 
1936,4576.803 ,127.255 ,96.059 ,0.006,0.006,0.007,0.010 ,1.479,  1766.650,  1.752  ,28.76308, 0.00000 
1937,3969.869 ,113.149 ,83.320 ,0.006,0.006,0.007,0.010 ,1.409,  1702.496,  1.655  ,29.62016, 0.00082 
1938,3445.905 ,106.770 ,72.323 ,0.006,0.006,0.008,0.011 ,1.343,  1640.980,  1.564  ,30.57673, 0.00093 
1939,2955.362 ,87.344 ,62.028 ,0.006,0.006,0.007,0.010 ,1.274,  1576.751,  1.471  ,31.06754, 0.00022 
1940,2499.728 ,59.296 ,52.465 ,0.005,0.005,0.006,0.008 ,1.204,  1509.581,  1.375  ,29.78365, 0.00000 
1941,2093.331 ,23.520 ,43.935 ,0.002,0.002,0.003,0.004 ,1.133,  1441.525,  1.281  ,30.61854, 0.00000 
1942,1805.096 ,28.479 ,37.886 ,0.003,0.003,0.004,0.006 ,1.078,  1387.057,  1.207  ,31.84404, 0.00000 
1943,1623.679 ,22.455 ,34.078 ,0.003,0.003,0.003,0.005 ,1.040,  1349.380,  1.157  ,32.25089, 0.00000 
1944,1516.062 ,14.391 ,31.819 ,0.002,0.002,0.002,0.003 ,1.016,  1325.534,  1.126  ,32.77875, 0.00000 
1945,1426.637 ,38.442 ,29.943 ,0.005,0.005,0.007,0.009 ,0.995,  1304.746,  1.099  ,32.86110, 0.00001 
1946,1346.328 ,37.486 ,28.257 ,0.006,0.006,0.007,0.010 ,0.975,  1285.238,  1.074  ,31.75233, 0.00017 
1947,1285.347 ,10.517 ,26.977 ,0.002,0.002,0.002,0.003 ,0.960,  1269.842,  1.054  ,33.37008, 0.00058 
1948,1261.719 ,18.980 ,26.481 ,0.003,0.003,0.004,0.005 ,0.954,  1263.731,  1.046  ,33.59200, 0.00035 
1949,1267.534 ,16.908 ,26.603 ,0.003,0.003,0.003,0.005 ,0.956,  1265.243,  1.048  ,33.78533, 0.00000 
1950,1307.601 ,26.124 ,27.444 ,0.004,0.004,0.005,0.007 ,0.966,  1275.522,  1.061  ,33.72409, 0.00001 
1951,1367.696 ,16.027 ,28.705 ,0.002,0.002,0.003,0.004 ,0.981,  1290.511,  1.081  ,32.70610, 0.00002 
1952,1370.535 ,11.817 ,28.765 ,0.002,0.002,0.002,0.003 ,0.981,  1291.207,  1.082  ,31.86504, 0.00000 
1953,1393.654 ,22.206 ,29.250 ,0.003,0.003,0.004,0.006 ,0.987,  1296.835,  1.089  ,31.90152, 0.00000 
1954,1482.719 ,19.521 ,31.120 ,0.003,0.003,0.003,0.005 ,1.008,  1317.892,  1.116  ,31.21250, 0.00000 
1955,1593.726 ,14.310 ,33.449 ,0.002,0.002,0.002,0.003 ,1.033,  1342.864,  1.149  ,29.33522, 0.00000 
1956,1726.076 ,31.174 ,36.227 ,0.004,0.004,0.005,0.006 ,1.061,  1371.008,  1.186  ,28.60428, 0.00000 
1957,1848.905 ,33.633 ,38.805 ,0.004,0.004,0.005,0.006 ,1.087,  1395.732,  1.219  ,28.55301, 0.00001 
1958,1883.328 ,30.506 ,39.528 ,0.003,0.003,0.004,0.006 ,1.093,  1402.443,  1.228  ,28.69690, 0.00001 
1959,1998.598 ,53.822 ,41.947 ,0.005,0.005,0.007,0.009 ,1.116,  1424.272,  1.258  ,29.15530, 0.00001 
1960,2132.275 ,71.934 ,44.753 ,0.007,0.007,0.008,0.012 ,1.141,  1448.450,  1.291  ,29.85438, 0.00000 
1961,2264.609 ,52.693 ,47.530 ,0.005,0.005,0.006,0.008 ,1.164,  1471.305,  1.322  ,30.78040, 0.00000 
1962,2378.134 ,68.370 ,49.913 ,0.006,0.006,0.007,0.010 ,1.184,  1490.136,  1.348  ,32.28645, 0.00000 
1963,2407.699 ,40.643 ,50.533 ,0.003,0.003,0.004,0.006 ,1.189,  1494.930,  1.355  ,32.82925, 0.00000 
1964,2361.553 ,58.562 ,49.565 ,0.005,0.005,0.006,0.009 ,1.181,  1487.427,  1.345  ,33.07174, 0.00000 
1965,2302.335 ,40.951 ,48.322 ,0.004,0.004,0.004,0.006 ,1.171,  1477.638,  1.331  ,32.77700, 0.00000 
1966,2208.595 ,41.071 ,46.354 ,0.004,0.004,0.005,0.007 ,1.154,  1461.755,  1.309  ,32.56921, 0.00000 
1967,2065.972 ,30.215 ,43.361 ,0.003,0.003,0.004,0.005 ,1.128,  1436.603,  1.274  ,32.92413, 0.00000 
1968,1919.437 ,28.409 ,40.286 ,0.003,0.003,0.004,0.005 ,1.101,  1409.385,  1.238  ,34.28574, 0.00001 
1969,1778.082 ,36.082 ,37.319 ,0.004,0.004,0.005,0.007 ,1.072,  1381.630,  1.200  ,35.27167, 0.00003 
1970,1645.482 ,19.402 ,34.536 ,0.002,0.002,0.003,0.004 ,1.044,  1354.068,  1.164  ,35.54690, 0.00108 
1971,1525.150 ,19.551 ,32.010 ,0.003,0.003,0.003,0.004 ,1.018,  1327.595,  1.129  ,35.44150, 0.00422 
1972,1422.576 ,16.764 ,29.857 ,0.002,0.002,0.003,0.004 ,0.994,  1303.779,  1.098  ,34.41294, 0.00488 
1973,1354.634 ,8.689 ,28.431 ,0.001,0.001,0.002,0.002 ,0.978,  1287.295,  1.076  ,33.75295, 0.00373 
1974,1361.657 ,16.461 ,28.579 ,0.002,0.002,0.003,0.004 ,0.979,  1289.027,  1.079  ,34.53321, 0.00466 
1975,1399.976 ,21.371 ,29.383 ,0.003,0.003,0.004,0.005 ,0.989,  1298.362,  1.091  ,34.97126, 0.00346 
1976,1453.439 ,16.016 ,30.505 ,0.002,0.002,0.003,0.004 ,1.001,  1311.075,  1.107  ,35.16230, 0.00169 
1977,1494.275 ,32.488 ,31.362 ,0.004,0.004,0.005,0.008 ,1.011,  1320.554,  1.120  ,35.68568, 0.00046 
1978,1521.291 ,15.477 ,31.929 ,0.002,0.002,0.003,0.004 ,1.017,  1326.721,  1.128  ,36.81229, 0.00035 
1979,1570.068 ,26.184 ,32.953 ,0.003,0.003,0.004,0.006 ,1.028,  1337.652,  1.142  ,36.85319, 0.00053 
1980,1686.954 ,33.356 ,35.406 ,0.004,0.004,0.005,0.007 ,1.053,  1362.860,  1.175  ,35.82893, 0.00039 
1981,1863.890 ,24.542 ,39.120 ,0.003,0.003,0.003,0.005 ,1.090,  1398.665,  1.223  ,34.87720, 0.00031 
1982,2149.638 ,53.907 ,45.117 ,0.005,0.005,0.006,0.009 ,1.144,  1451.508,  1.295  ,34.88442, 0.00010 
1983,2522.215 ,48.040 ,52.937 ,0.004,0.004,0.005,0.007 ,1.208,  1513.100,  1.380  ,35.32379, 0.00003 
1984,2632.366 ,146.325 ,55.249 ,0.011,0.011,0.014,0.019 ,1.225,  1530.010,  1.404  ,35.96301, 0.00003 
1985,2622.618 ,55.860 ,55.044 ,0.004,0.004,0.005,0.007 ,1.224,  1528.535,  1.402  ,36.48239, 0.00020 
1986,2616.406 ,65.514 ,54.914 ,0.005,0.005,0.006,0.009 ,1.223,  1527.593,  1.401  ,36.85976, 0.00028 
1987,2629.503 ,66.414 ,55.189 ,0.005,0.005,0.006,0.009 ,1.225,  1529.578,  1.404  ,36.57763, 0.00068 
1988,2645.741 ,76.418 ,55.529 ,0.006,0.006,0.007,0.010 ,1.227,  1532.028,  1.407  ,35.93076, 0.00056 
1989,2692.972 ,35.614 ,56.521 ,0.003,0.003,0.003,0.005 ,1.235,  1539.092,  1.417  ,35.55842, 0.00021 
1990,2889.305 ,54.617 ,60.641 ,0.004,0.004,0.005,0.007 ,1.265,  1567.511,  1.457  ,35.56477, 0.00016 
1991,3083.989 ,110.904 ,64.727 ,0.007,0.007,0.009,0.013 ,1.293,  1594.313,  1.496  ,35.64901, 0.00027 
1992,3417.648 ,144.257 ,71.730 ,0.008,0.008,0.011,0.015 ,1.339,  1637.470,  1.559  ,35.71810, 0.00041 
1993,3459.441 ,118.614 ,72.607 ,0.007,0.007,0.009,0.012 ,1.345,  1642.653,  1.566  ,35.68049, 0.00042 
1994,3341.887 ,59.521 ,70.140 ,0.004,0.004,0.004,0.006 ,1.329,  1627.954,  1.545  ,35.69905, 0.00041 
1995,3231.148 ,73.007 ,67.816 ,0.005,0.005,0.006,0.008 ,1.314,  1613.753,  1.524  ,36.11883, 0.00062 
1996,3208.113 ,136.571 ,67.333 ,0.009,0.009,0.011,0.015 ,1.310,  1610.754,  1.520  ,36.27658, 0.00069 
1997,3212.425 ,71.041 ,67.423 ,0.004,0.004,0.006,0.008 ,1.311,  1611.317,  1.521  ,36.31040, 0.00108 
1998,3566.630 ,133.710 ,74.857 ,0.007,0.007,0.009,0.013 ,1.359,  1655.737,  1.586  ,35.87400, 0.00396 
1999,3748.946 ,80.123 ,78.684 ,0.004,0.004,0.005,0.007 ,1.382,  1677.339,  1.618  ,35.49105, 0.00565 
2000,3817.527 ,275.090 ,80.123 ,0.014,0.014,0.018,0.025 ,1.390,  1685.263,  1.629  ,34.36478, 0.00144 
2001,5095.476 ,506.496 ,106.945 ,0.020,0.020,0.025,0.035 ,1.534,  1816.655,  1.829  ,34.47716, 0.00338 
2002,7564.880 ,682.354 ,158.773 ,0.018,0.018,0.023,0.032 ,1.754,  2013.228,  2.142  ,34.80153, 0.00837 
2003,8993.864 ,663.706 ,188.765 ,0.015,0.015,0.018,0.026 ,1.861,  2105.864,  2.295  ,34.71288, 0.01101 
2004,11902.378 ,998.998 ,249.810 ,0.017,0.017,0.021,0.029 ,2.047,  2265.005,  2.568  ,34.14846, 0.00788 
2005,18180.898 ,2109.878 ,381.584 ,0.023,0.023,0.029,0.041 ,2.364,  2528.741,  3.042  ,33.45640, 0.01217 
2006,23201.680 ,5111.596 ,486.962 ,0.044,0.044,0.055,0.077 ,2.568,  2694.259,  3.353  ,32.27607, 0.02002 
2007,24763.443 ,6964.067 ,519.740 ,0.056,0.056,0.070,0.098 ,2.625,  2740.282,  3.442  ,30.96258, 0.01454 
2008,27031.971 ,5301.756 ,567.353 ,0.039,0.039,0.049,0.069 ,2.705,  2803.448,  3.565  ,30.04778, 0.00588 
2009,29300.859 ,9888.848 ,614.973 ,0.067,0.067,0.084,0.118 ,2.780,  2862.815,  3.682  ,31.23033, 0.00912 
2010,31268.051 ,15338.640 ,656.260 ,0.098,0.098,0.123,0.172 ,2.842,  2911.592,  3.779  ,30.97787, 0.00829 
2011,31935.486 ,20844.826 ,670.269 ,0.131,0.131,0.163,0.228 ,2.863,  2927.625,  3.811  ,30.48909, 0.00835 
2012,31907.191 ,10084.145 ,669.675 ,0.063,0.063,0.079,0.111 ,2.862,  2926.950,  3.809  ,29.92660, 0.00646 
2013,32287.627 ,14957.490 ,677.659 ,0.093,0.093,0.116,0.162 ,2.873,  2935.984,  3.827  ,30.00498, 0.00569 
2014,32673.254 ,20893.764 ,685.753 ,0.128,0.128,0.160,0.224 ,2.885,  2945.062,  3.846  ,30.25134, 0.00812 
2015,34910.086 ,13746.120 ,732.700 ,0.079,0.079,0.098,0.138 ,2.951,  2996.205,  3.949  ,30.25255, 0.00835 
2016,37551.234 ,40093.773 ,788.133 ,0.214,0.214,0.267,0.374 ,3.025,  3053.561,  4.066  ,30.27053, 0.01341 
2017,38981.285 ,11703.291 ,818.147 ,0.060,0.060,0.075,0.105 ,3.063,  3083.379,  4.127  ,29.67894, 0.01454 
2018,38114.461 ,18735.471 ,799.954 ,0.098,0.098,0.123,0.172 ,3.040,  3065.404,  4.090  ,29.30381, 0.01173 
2019,37053.539 ,17866.678 ,777.687 ,0.096,0.096,0.121,0.169 ,3.011,  3042.987,  4.044  ,29.12883, 0.00634 
2020,35508.879 ,28515.480 ,745.268 ,0.161,0.161,0.201,0.281 ,2.968,  3009.483,  3.976  ,29.19890, 0.00746 
2021,35013.715 ,12750.314 ,734.875 ,0.073,0.073,0.091,0.127 ,2.954,  2998.515,  3.953  ,29.56943, 0.00721 
2022,39123.750 ,44579.480 ,821.137 ,0.228,0.228,0.285,0.399 ,3.067,  3086.305,  4.133  ,29.62723, 0.01040 
2023,43697.988 ,24030.377 ,917.143 ,0.110,0.110,0.137,0.192 ,3.185,  3176.321,  4.320  ,29.33913, 0.02119 
2024,46391.996 ,27245.879 ,973.685 ,0.117,0.117,0.147,0.206 ,3.250,  3226.113,  4.424  ,29.20125, 0.02021 
2025,48473.539 ,31433.514 ,1017.373 ,0.130,0.130,0.162,0.227 ,3.299,  3263.139,  4.503  ,29.04723, 0.01466 
2026,50671.691 ,26965.508 ,1063.508 ,0.106,0.106,0.133,0.186 ,3.349,  3300.983,  4.583  ,29.03461, 0.01300 
2027,52314.480 ,40790.762 ,1097.987 ,0.156,0.156,0.195,0.273 ,3.386,  3328.481,  4.642  ,29.36362, 0.01200 
2028,54159.168 ,23159.562 ,1136.704 ,0.086,0.086,0.107,0.150 ,3.426,  3358.606,  4.707  ,29.37369, 0.01042 
2029,56730.711 ,36351.125 ,1190.676 ,0.128,0.128,0.160,0.224 ,3.480,  3399.359,  4.795  ,30.01485, 0.01260 
2030,58524.613 ,24019.613 ,1228.327 ,0.082,0.082,0.103,0.144 ,3.517,  3426.986,  4.855  ,30.10211, 0.01531 
2031,59216.285 ,53278.363 ,1242.844 ,0.180,0.180,0.225,0.315 ,3.531,  3437.471,  4.878  ,29.96354, 0.01403 
2032,61049.582 ,79100.469 ,1281.321 ,0.259,0.259,0.324,0.453 ,3.568,  3464.829,  4.938  ,29.69528, 0.01175 
2033,63697.664 ,30417.172 ,1336.900 ,0.096,0.096,0.119,0.167 ,3.620,  3503.293,  5.023  ,29.69917, 0.01445 
2034,65605.859 ,56860.297 ,1376.949 ,0.173,0.173,0.217,0.303 ,3.657,  3530.282,  5.082  ,29.88122, 0.01547 
2035,65526.312 ,62209.867 ,1375.280 ,0.190,0.190,0.237,0.332 ,3.655,  3529.169,  5.080  ,30.12035, 0.01337 
2036,64716.172 ,51316.316 ,1358.276 ,0.159,0.159,0.198,0.278 ,3.640,  3517.772,  5.055  ,30.27756, 0.00954 
2037,63772.512 ,73787.906 ,1338.471 ,0.231,0.231,0.289,0.405 ,3.621,  3504.363,  5.025  ,30.37707, 0.00993 
2038,68307.594 ,58621.434 ,1433.654 ,0.172,0.172,0.215,0.300 ,3.707,  3567.519,  5.165  ,30.69282, 0.01086 
2039,70767.922 ,44911.445 ,1485.292 ,0.127,0.127,0.159,0.222 ,3.752,  3600.492,  5.239  ,30.93693, 0.02626 
2040,70288.305 ,50061.480 ,1475.225 ,0.142,0.142,0.178,0.249 ,3.743,  3594.131,  5.224  ,30.48928, 0.01739 
2041,69829.227 ,141490.734 ,1465.590 ,0.405,0.405,0.507,0.709 ,3.735,  3588.013,  5.211  ,30.84453, 0.01020 
2042,70450.727 ,68188.758 ,1478.634 ,0.194,0.194,0.242,0.339 ,3.746,  3596.289,  5.229  ,31.18298, 0.01171 
2043,72373.797 ,65880.695 ,1518.996 ,0.182,0.182,0.228,0.319 ,3.781,  3621.558,  5.286  ,31.20449, 0.01306 
2044,72479.727 ,34951.086 ,1521.220 ,0.096,0.096,0.121,0.169 ,3.783,  3622.936,  5.289  ,30.77600, 0.01701 
2045,71765.086 ,54013.207 ,1506.221 ,0.151,0.151,0.188,0.263 ,3.770,  3613.614,  5.268  ,30.84527, 0.01284 
2046,70783.656 ,53649.379 ,1485.622 ,0.152,0.152,0.189,0.265 ,3.752,  3600.700,  5.239  ,31.29839, 0.01159 
2047,67604.125 ,51670.812 ,1418.889 ,0.153,0.153,0.191,0.268 ,3.694,  3557.930,  5.144  ,31.61519, 0.01127 
2048,64372.324 ,32583.664 ,1351.060 ,0.101,0.101,0.127,0.177 ,3.633,  3512.903,  5.044  ,31.89973, 0.00504 
2049,61860.727 ,55270.824 ,1298.346 ,0.179,0.179,0.223,0.313 ,3.584,  3476.740,  4.964  ,32.53296, 0.00622 
2050,59982.020 ,25128.551 ,1258.915 ,0.084,0.084,0.105,0.147 ,3.547,  3448.973,  4.903  ,32.58943, 0.00872 
2051,58138.430 ,70326.500 ,1220.221 ,0.242,0.242,0.302,0.423 ,3.509,  3421.092,  4.842  ,32.25250, 0.01031 
2052,57229.844 ,57251.434 ,1201.152 ,0.200,0.200,0.250,0.350 ,3.491,  3407.110,  4.812  ,32.26137, 0.01047 
2053,56118.020 ,43860.613 ,1177.817 ,0.156,0.156,0.195,0.274 ,3.467,  3389.776,  4.774  ,32.32668, 0.01380 
2054,53783.219 ,79124.164 ,1128.813 ,0.294,0.294,0.368,0.515 ,3.418,  3352.529,  4.694  ,32.22434, 0.01295 
2055,51049.750 ,28231.322 ,1071.443 ,0.111,0.111,0.138,0.194 ,3.358,  3307.369,  4.597  ,32.26733, 0.00884 
2056,48357.391 ,28644.715 ,1014.935 ,0.118,0.118,0.148,0.207 ,3.296,  3261.104,  4.499  ,32.45926, 0.00726 
2057,46074.418 ,24321.719 ,967.019 ,0.106,0.106,0.132,0.185 ,3.243,  3220.356,  4.412  ,32.19848, 0.00711 
2058,43878.723 ,21583.246 ,920.936 ,0.098,0.098,0.123,0.172 ,3.189,  3179.731,  4.327  ,32.08607, 0.00913 
2059,41663.949 ,25315.602 ,874.452 ,0.122,0.122,0.152,0.213 ,3.134,  3137.199,  4.238  ,32.10447, 0.00891 
2060,39764.543 ,11873.552 ,834.586 ,0.060,0.060,0.075,0.105 ,3.084,  3099.369,  4.160  ,31.99739, 0.00821 
2061,38093.512 ,13199.002 ,799.514 ,0.069,0.069,0.087,0.121 ,3.039,  3064.966,  4.089  ,31.50780, 0.00857 
2062,36539.547 ,18446.814 ,766.900 ,0.101,0.101,0.126,0.177 ,2.997,  3031.955,  4.022  ,30.76093, 0.00833 
2063,35853.461 ,16804.049 ,752.500 ,0.094,0.094,0.117,0.164 ,2.978,  3017.050,  3.991  ,30.91146, 0.00746 
2064,35206.207 ,18202.055 ,738.915 ,0.103,0.103,0.129,0.181 ,2.959,  3002.793,  3.962  ,31.35185, 0.00936 
2065,35700.230 ,28287.416 ,749.284 ,0.158,0.158,0.198,0.277 ,2.973,  3013.692,  3.984  ,31.50515, 0.00949 
2066,39488.254 ,14469.993 ,828.788 ,0.073,0.073,0.092,0.128 ,3.077,  3093.756,  4.148  ,31.48706, 0.01267 
2067,45935.754 ,27335.027 ,964.109 ,0.119,0.119,0.149,0.208 ,3.239,  3217.833,  4.407  ,30.71692, 0.02087 
2068,52230.207 ,45173.102 ,1096.219 ,0.173,0.173,0.216,0.303 ,3.384,  3327.086,  4.639  ,30.24617, 0.02565 
2069,56285.355 ,43436.871 ,1181.329 ,0.154,0.154,0.193,0.270 ,3.471,  3392.401,  4.780  ,30.38288, 0.02312 
2070,60161.156 ,51501.574 ,1262.675 ,0.171,0.171,0.214,0.300 ,3.550,  3451.648,  4.909  ,29.66239, 0.01600 
2071,63751.309 ,75322.086 ,1338.026 ,0.236,0.236,0.295,0.414 ,3.621,  3504.060,  5.024  ,29.74861, 0.01517 
2072,66414.781 ,80258.711 ,1393.927 ,0.242,0.242,0.302,0.423 ,3.672,  3541.548,  5.107  ,29.89127, 0.01399 
2073,68395.094 ,98908.914 ,1435.491 ,0.289,0.289,0.362,0.506 ,3.709,  3568.707,  5.168  ,29.86164, 0.01223 
2074,70380.023 ,80429.703 ,1477.151 ,0.229,0.229,0.286,0.400 ,3.745,  3595.350,  5.227  ,29.80019, 0.01195 
2075,72339.375 ,43942.980 ,1518.274 ,0.121,0.121,0.152,0.213 ,3.780,  3621.111,  5.285  ,29.85759, 0.01323 
2076,73021.156 ,74197.656 ,1532.583 ,0.203,0.203,0.254,0.356 ,3.792,  3629.953,  5.305  ,29.75781, 0.01403 
2077,72020.500 ,77197.984 ,1511.581 ,0.214,0.214,0.268,0.375 ,3.774,  3616.954,  5.276  ,29.59414, 0.01079 
2078,70416.680 ,24618.643 ,1477.920 ,0.070,0.070,0.087,0.122 ,3.746,  3595.837,  5.228  ,29.60849, 0.00736 
2079,68574.164 ,72402.875 ,1439.249 ,0.211,0.211,0.264,0.370 ,3.712,  3571.134,  5.173  ,29.78480, 0.00746 
2080,65140.973 ,164933.656 ,1367.192 ,0.506,0.506,0.633,0.886 ,3.648,  3523.761,  5.068  ,29.57198, 0.00856 
2081,60416.629 ,20687.721 ,1268.037 ,0.068,0.068,0.086,0.120 ,3.556,  3455.453,  4.918  ,29.47111, 0.00652 
2082,55334.398 ,41176.473 ,1161.370 ,0.149,0.149,0.186,0.260 ,3.451,  3377.405,  4.748  ,29.33736, 0.00563 
2083,50721.219 ,22946.627 ,1064.547 ,0.090,0.090,0.113,0.158 ,3.350,  3301.822,  4.585  ,29.58976, 0.00621 
2084,47153.039 ,56134.062 ,989.658 ,0.238,0.238,0.298,0.417 ,3.268,  3239.790,  4.453  ,29.85506, 0.00807 
2085,44318.016 ,21050.174 ,930.156 ,0.095,0.095,0.119,0.166 ,3.200,  3187.977,  4.344  ,29.54430, 0.00950 
2086,41678.988 ,25284.023 ,874.767 ,0.121,0.121,0.152,0.212 ,3.134,  3137.493,  4.239  ,29.43005, 0.01017 
2087,38514.883 ,8847.513 ,808.358 ,0.046,0.046,0.057,0.080 ,3.051,  3073.745,  4.107  ,29.19016, 0.00997 
2088,36255.441 ,14358.395 ,760.937 ,0.079,0.079,0.099,0.139 ,2.989,  3025.808,  4.009  ,29.38816, 0.00768 
2089,34915.348 ,10281.543 ,732.811 ,0.059,0.059,0.074,0.103 ,2.951,  2996.323,  3.949  ,29.46492, 0.00965 
2090,34718.156 ,21683.740 ,728.672 ,0.125,0.125,0.156,0.219 ,2.945,  2991.914,  3.940  ,29.14907, 0.01111 
2091,34704.559 ,9258.537 ,728.386 ,0.053,0.053,0.067,0.093 ,2.945,  2991.609,  3.939  ,28.80207, 0.01295 
2092,33261.535 ,14575.914 ,698.100 ,0.088,0.088,0.110,0.153 ,2.903,  2958.757,  3.873  ,28.98225, 0.01182 
2093,31475.750 ,14817.874 ,660.620 ,0.094,0.094,0.118,0.165 ,2.849,  2916.608,  3.789  ,29.03395, 0.00674 
2094,29791.088 ,19717.311 ,625.262 ,0.132,0.132,0.165,0.232 ,2.796,  2875.192,  3.706  ,29.31183, 0.00601 
2095,28228.795 ,14882.329 ,592.472 ,0.105,0.105,0.132,0.185 ,2.745,  2835.204,  3.627  ,29.74877, 0.00486 
